City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,los llanos de aridane,28.6585,-17.9182,17.86,75,75,4.63,ES,1674217284
288,zhuhai,22.2769,113.5678,18.25,67,20,2.06,CN,1674217277
289,matara,5.9485,80.5353,26.48,69,63,1.71,LK,1674217285
290,faanui,-16.4833,-151.75,26.9,76,14,7.29,PF,1674217285
291,geraldton,-28.7667,114.6,23.23,78,40,2.57,AU,1674217034
292,belaya gora,68.5333,146.4167,-40.63,100,95,1.51,RU,1674217285
293,provideniya,64.3833,-173.3,-29.71,94,13,2.69,RU,1674217286
294,bama,11.5221,13.6856,33.09,13,36,3.59,NG,1674217286
295,abaza,52.655,90.0928,-10.57,89,100,3.9,RU,1674217286
296,fare,-16.7,-151.0167,27.21,73,1,7.81,PF,1674217286
297,qidong,31.8128,121.6561,4.4,64,7,3.65,CN,1674217286
298,inhambane,-23.865,35.3833,33.99,55,20,3.09,MZ,1674217287
299,saskylakh,71.9167,114.0833,-39.3,100,91,1.52,RU,1674217287
300,pecos,31.4229,-103.4932,5.17,59,0,0.0,US,1674217288
301,richards bay,-28.783,32.0377,29.77,65,94,5.02,ZA,1674217288
302,xuzhou,34.1805,117.1571,2.21,38,100,2.08,CN,1674217288
303,codrington,-38.2667,141.9667,15.0,81,97,5.26,AU,1674217288
304,omboue,-1.5746,9.2618,28.81,68,100,2.88,GA,1674217024
305,marsa matruh,31.3525,27.2453,18.04,38,0,5.73,EG,1674217290
306,lerwick,60.1545,-1.1494,5.0,74,68,3.49,GB,1674217290
307,miandrivazo,-19.5167,45.4667,29.92,60,100,1.72,MG,1674217128
308,yatou,37.15,122.3833,-5.13,61,48,1.15,CN,1674217290
309,padang,-0.9492,100.3543,23.03,90,100,1.73,ID,1674217256
310,kiruna,67.8557,20.2251,-8.49,86,0,3.09,SE,1674217291
311,grindavik,63.8424,-22.4338,5.97,100,100,11.32,IS,1674217292
312,pahrump,36.2083,-115.9839,2.47,52,3,5.36,US,1674217292
313,kruisfontein,-34.0033,24.7314,28.27,43,0,6.38,ZA,1674217142
314,kutum,14.2,24.6667,28.21,10,9,1.2,SD,1674217293
315,lhokseumawe,5.1801,97.1507,25.83,84,72,2.72,ID,1674217153
316,hamilton,39.1834,-84.5333,2.55,72,100,9.26,US,1674217293
317,vila franca do campo,37.7167,-25.4333,13.23,74,100,3.11,PT,1674217294
318,betanzos,43.2804,-8.2147,13.94,82,75,2.57,ES,1674217294
319,yasnogorsk,54.4803,37.6975,1.73,81,100,7.44,RU,1674217211
320,didwana,27.4,74.5667,18.21,28,54,1.24,IN,1674217001
321,chadiza,-14.0678,32.4392,22.63,85,98,2.62,ZM,1674217295
322,churapcha,62.0025,132.4325,-47.3,98,92,0.88,RU,1674217295
323,pisco,-13.7,-76.2167,22.03,88,75,1.03,PE,1674217295
324,hagi,34.4,131.4167,2.97,60,43,5.46,JP,1674217295
325,gorin,51.1983,136.6669,-31.62,100,85,0.99,RU,1674217296
326,paraiso,9.8383,-83.8656,17.48,94,66,1.46,CR,1674217297
327,maykor,59.0059,55.88,-8.31,82,54,4.03,RU,1674217297
328,monywa,22.1167,95.1333,22.35,42,0,1.05,MM,1674217298
329,lesozavodsk,45.4794,133.4244,-27.05,95,79,0.86,RU,1674217298
330,jiwani,25.05,61.7417,21.29,30,0,5.66,PK,1674217298
331,srednekolymsk,67.45,153.6833,-36.85,99,100,1.98,RU,1674217298
332,karpathos,35.507,27.2132,18.98,59,20,5.66,GR,1674217299
333,teya,60.3778,92.6267,-45.45,100,42,1.28,RU,1674217299
334,saint-joseph,-21.3667,55.6167,29.21,82,100,2.6,RE,1674217300
335,samarai,-10.6167,150.6667,27.38,80,100,2.88,PG,1674217300
336,touros,-5.1989,-35.4608,28.39,67,65,5.0,BR,1674217301
337,goderich,43.7501,-81.7165,1.62,86,100,4.12,CA,1674217301
338,mokhsogollokh,61.4681,128.9203,-50.82,100,62,1.19,RU,1674217302
339,mitsamiouli,-11.3847,43.2844,27.74,79,88,5.37,KM,1674217303
340,buta,2.7858,24.73,38.93,16,100,0.99,CD,1674217304
341,ketchikan,55.3422,-131.6461,6.26,87,100,7.72,US,1674217304
342,kasangulu,-4.5911,15.1708,28.32,65,90,2.99,CD,1674217304
343,galle,6.0367,80.217,25.93,69,62,2.4,LK,1674217304
344,kuala kedah,6.1,100.3,25.99,83,40,1.54,MY,1674217014
345,henties bay,-22.116,14.2845,20.54,76,91,4.69,NA,1674217305
346,baijiantan,45.6333,85.1833,-20.3,97,90,1.95,CN,1674217307
347,kalulushi,-12.8378,28.0919,22.62,84,99,2.21,ZM,1674217307
348,klaksvik,62.2266,-6.589,2.51,67,99,8.35,FO,1674217308
349,nanortalik,60.1432,-45.2371,-7.3,77,65,7.87,GL,1674217309
350,mancio lima,-7.6142,-72.8958,22.04,100,100,1.54,BR,1674217309
351,trairi,-3.2778,-39.2689,28.39,66,89,3.29,BR,1674217309
352,portland,45.5234,-122.6762,3.8,94,100,0.0,US,1674217309
353,vao,-22.6667,167.4833,25.19,71,93,8.12,NC,1674217309
354,korla,41.7597,86.1469,-13.06,85,3,0.69,CN,1674217310
355,porbandar,21.6422,69.6093,24.18,36,5,5.33,IN,1674217310
356,saint-augustin,51.226,-58.6502,-7.66,79,100,4.68,CA,1674217310
357,pointe michel,15.25,-61.3833,26.16,73,32,8.09,DM,1674217310
358,prince rupert,54.3161,-130.3201,6.83,86,100,19.55,CA,1674217311
359,flinders,-34.5833,150.8552,17.99,76,48,0.97,AU,1674217235
360,college,64.8569,-147.8028,-21.03,78,100,0.0,US,1674217312
361,preobrazheniye,42.9019,133.9064,-11.85,54,48,3.91,RU,1674217312
362,todos santos,23.45,-110.2167,12.95,62,13,1.92,MX,1674217312
363,banjar,-8.19,114.9675,25.67,91,85,2.38,ID,1674217313
364,luderitz,-26.6481,15.1594,25.69,52,3,10.46,NA,1674217130
365,hervey bay,-25.2986,152.8535,24.0,65,3,7.93,AU,1674217313
366,la baule-escoublac,47.2922,-2.364,8.17,81,0,1.54,FR,1674217314
367,antsohihy,-14.8796,47.9875,23.47,96,100,6.03,MG,1674217314
368,beringovskiy,63.05,179.3167,-34.28,96,28,2.6,RU,1674217314
369,bambous virieux,-20.3428,57.7575,27.14,83,75,5.14,MU,1674217316
370,mandalgovi,45.7625,106.2708,-14.38,64,51,6.47,MN,1674217129
371,chara,56.9064,118.2631,-38.51,93,100,0.29,RU,1674217316
372,pombas,17.1503,-25.0201,22.88,69,50,6.78,CV,1674217316
373,guerrero negro,27.9769,-114.0611,13.47,73,0,6.68,MX,1674217316
374,coihaique,-45.5752,-72.0662,17.97,68,0,2.06,CL,1674217317
375,tautira,-17.7333,-149.15,26.89,71,9,6.08,PF,1674217317
376,sidi ali,36.0998,0.4206,13.97,66,92,8.6,DZ,1674217317
377,gigmoto,13.7796,124.39,24.64,92,90,7.79,PH,1674217318
378,puerto del rosario,28.5004,-13.8627,19.86,68,75,8.23,ES,1674217319
379,hovd,48.0056,91.6419,-13.52,61,99,0.68,MN,1674217319
380,elizabeth city,36.2946,-76.2511,14.01,69,0,4.63,US,1674217319
381,karratha,-20.7377,116.8463,28.27,73,48,5.26,AU,1674217319
382,pochutla,15.7432,-96.4661,21.01,74,42,1.48,MX,1674217320
383,tarakan,3.3,117.6333,26.72,83,20,1.54,ID,1674217244
384,sola,-13.8833,167.55,27.23,72,100,2.14,VU,1674217320
385,pathein,16.7833,94.7333,21.65,60,14,4.03,MM,1674217321
386,saint-philippe,-21.3585,55.7679,29.77,84,100,4.68,RE,1674217322
387,bose,45.4612,8.0137,6.2,23,48,1.6,IT,1674217322
388,serov,59.6033,60.5787,-8.66,84,77,2.59,RU,1674217322
389,mrakovo,52.7161,56.6244,-7.06,85,6,0.75,RU,1674217322
390,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.67,71,0,3.0,RU,1674217323
391,quepos,9.4236,-84.1652,22.64,68,41,2.27,CR,1674217323
392,kursumlija,43.1458,21.2686,2.85,95,100,1.13,RS,1674217323
393,sao filipe,14.8961,-24.4956,23.51,67,2,4.7,CV,1674217323
394,gidole,5.65,37.3667,25.81,18,66,1.47,ET,1674217324
395,port hardy,50.6996,-127.4199,5.1,87,100,9.26,CA,1674217324
396,esperance,-33.8667,121.9,18.71,69,0,8.94,AU,1674217324
397,juquitiba,-23.9317,-47.0683,18.97,96,100,0.61,BR,1674217324
398,tiznit,29.5833,-9.5,17.52,26,0,1.95,MA,1674217324
399,broome,42.2506,-75.833,4.36,89,100,4.63,US,1674217325
400,kempsey,-31.0833,152.8333,17.75,87,100,0.89,AU,1674217325
401,rosetta,31.4044,30.4164,18.15,51,0,4.31,EG,1674217325
402,uray,60.1247,64.7758,-10.55,93,84,2.63,RU,1674217325
403,vanino,49.0869,140.2543,-24.26,99,98,1.08,RU,1674217326
404,talnakh,69.4865,88.3972,-34.34,86,4,2.61,RU,1674217141
405,mumford,5.2618,-0.759,28.27,72,79,3.84,GH,1674217326
406,ulagan,50.6321,87.9563,-17.37,94,87,1.36,RU,1674217326
407,stykkisholmur,65.0757,-22.7297,4.64,96,100,10.06,IS,1674217051
408,kolondieba,11.0882,-6.8926,33.59,8,47,2.42,ML,1674217326
409,hammond,41.5834,-87.5,1.19,89,100,6.17,US,1674217327
410,tres lagoas,-20.7511,-51.6783,24.96,78,100,1.6,BR,1674217328
411,rabupura,28.25,77.6,17.02,50,24,1.53,IN,1674217328
412,durban,-29.8579,31.0292,30.51,81,60,3.13,ZA,1674217328
413,xining,36.6167,101.7667,-8.15,35,3,1.19,CN,1674217328
414,gallup,35.5281,-108.7426,-9.58,68,80,4.23,US,1674217328
415,saint george,37.1041,-113.5841,2.33,93,100,2.06,US,1674217328
416,mecca,21.4267,39.8261,28.61,44,3,5.3,SA,1674217201
417,itoman,26.1247,127.6694,16.01,63,75,6.69,JP,1674217329
418,suar,29.0333,79.05,17.07,46,95,1.62,IN,1674217310
419,ambilobe,-13.2,49.05,25.93,89,92,4.83,MG,1674217330
420,salalah,17.0151,54.0924,27.05,13,0,9.77,OM,1674217330
421,mahibadhoo,3.7833,72.9667,26.91,65,91,8.09,MV,1674217330
422,zunyi,27.6867,106.9072,3.09,98,100,1.28,CN,1674217331
423,valdosta,30.8327,-83.2785,9.99,84,0,0.0,US,1674217331
424,reggello,43.6801,11.5293,6.24,77,82,0.89,IT,1674217331
425,sikasso,10.9167,-7.0,33.78,8,46,2.61,ML,1674217332
426,kathu,7.9178,98.3332,29.83,99,84,5.13,TH,1674217263
427,uruzgan,32.8333,66.0,2.6,64,98,1.49,AF,1674217332
428,arkhangelsk,64.5401,40.5433,1.06,80,75,1.0,RU,1674217332
429,anloga,5.7947,0.8973,29.16,70,33,4.0,GH,1674217237
430,walvis bay,-22.9575,14.5053,20.86,73,85,4.44,NA,1674217130
431,belyy gorodok,56.965,37.5125,2.77,93,100,5.41,RU,1674217333
432,komsomolskiy,40.4272,71.7189,0.4,55,46,1.03,UZ,1674217333
433,fonte boa,-2.4959,-66.2662,21.68,100,100,1.28,BR,1674217333
434,ratnagiri,16.9833,73.3,26.14,57,64,5.0,IN,1674217262
435,igarka,67.4667,86.5833,-39.99,97,6,1.62,RU,1674217334
436,moyo,3.6609,31.7247,36.89,14,33,1.09,UG,1674217334
437,bardiyah,31.7561,25.0865,16.36,58,0,6.0,LY,1674217334
438,opuwo,-18.0607,13.84,24.83,59,98,2.45,NA,1674217206
439,turtas,58.9417,69.1325,-12.77,98,100,1.33,RU,1674217334
440,kargil,34.5667,76.1,-11.13,97,100,0.38,IN,1674217335
441,puerto escondido,15.85,-97.0667,22.89,79,69,1.42,MX,1674217336
442,yermakovskoye,53.2831,92.4003,-9.49,94,100,5.02,RU,1674217336
443,katsuura,35.1333,140.3,10.26,62,0,7.71,JP,1674217162
444,qinzhou,21.95,108.6167,17.47,56,6,2.08,CN,1674217336
445,north bend,43.4065,-124.2243,4.36,96,0,3.09,US,1674217337
446,bonavista,48.6499,-53.1147,-0.67,95,100,9.72,CA,1674217337
447,yaan,7.3833,8.5667,35.85,11,78,3.44,NG,1674217337
448,saint-francois,46.4154,3.9054,1.69,82,75,5.66,FR,1674217337
449,fairbanks,64.8378,-147.7164,-21.02,79,100,0.0,US,1674217337
450,palembang,-2.9167,104.7458,24.05,94,75,2.06,ID,1674216901
451,huautla,21.0333,-98.2833,17.32,97,96,0.84,MX,1674217338
452,daru,-9.0763,143.2092,24.68,90,98,3.94,PG,1674217338
453,sagua la grande,22.8067,-80.0756,17.55,91,17,2.22,CU,1674217338
454,savannah bight,16.45,-85.85,25.86,82,40,9.84,HN,1674217338
455,necochea,-38.5473,-58.7368,24.1,64,86,6.03,AR,1674217339
456,salamanca,40.8333,-6.0,10.88,82,90,5.97,ES,1674217339
457,outlook,51.5001,-107.0513,-13.76,86,32,3.76,CA,1674217339
458,kasongo-lunda,-6.4667,16.8167,29.85,59,89,1.12,CD,1674217041
459,nouadhibou,20.931,-17.0347,19.99,52,0,9.77,MR,1674217340
460,muyezerskiy,63.9333,31.65,-3.38,94,100,2.42,RU,1674217340
461,coquimbo,-29.9533,-71.3436,17.68,80,6,0.99,CL,1674217340
462,lufilufi,-13.8745,-171.5986,23.88,78,49,4.71,WS,1674217340
463,lalpur,22.2,69.9667,24.22,24,7,4.33,IN,1674217341
464,wanning,18.8003,110.3967,19.45,84,93,5.2,CN,1674217342
465,aklavik,68.2191,-135.0107,-31.5,99,21,1.56,CA,1674217342
466,khorramshahr,30.4397,48.1664,17.96,41,0,2.87,IR,1674217343
467,joao camara,-5.5375,-35.8197,29.73,51,69,4.38,BR,1674217343
468,hvide sande,56.0045,8.1294,0.05,76,77,3.26,DK,1674217344
469,buraydah,26.326,43.975,19.25,31,0,3.24,SA,1674217344
470,lubango,-14.9172,13.4925,22.49,52,98,2.83,AO,1674217345
471,paragominas,-2.9667,-47.4833,23.65,90,100,1.25,BR,1674217345
472,port hedland,-20.3167,118.5667,29.03,79,37,4.63,AU,1674217345
473,zhezkazgan,47.8043,67.7144,-8.01,57,0,5.0,KZ,1674217346
474,hambantota,6.1241,81.1185,27.69,60,92,7.84,LK,1674217346
475,hobyo,5.3505,48.5268,27.14,65,39,12.18,SO,1674217346
476,ola,59.5833,151.2833,-30.58,85,19,5.31,RU,1674217347
477,ulaangom,49.9811,92.0667,-20.49,86,96,0.92,MN,1674217347
478,ukiah,39.1502,-123.2078,3.9,94,20,0.0,US,1674217347
479,xam nua,20.4197,104.0439,11.37,92,4,1.22,LA,1674217348
480,marrakesh,31.6315,-8.0083,14.04,54,0,2.57,MA,1674217203
481,pervomayskoye,43.919,46.7102,7.48,57,4,9.07,RU,1674217348
482,kuchinarai,16.541,104.05,20.69,49,8,3.22,TH,1674217349
483,iracoubo,5.4802,-53.2011,24.68,90,22,3.46,GF,1674217349
484,pangoa,-12.1167,-73.0,19.98,87,98,0.66,PE,1674217349
485,wasco,35.5941,-119.341,6.3,84,73,1.36,US,1674217151
486,ayan,56.45,138.1667,-26.17,91,100,4.63,RU,1674217350
487,khvalynsk,52.4906,48.1058,-10.16,93,18,1.98,RU,1674217350
488,oktyabrskiy,54.4815,53.471,-12.56,89,36,2.2,RU,1674217350
489,tevaitoa,-16.7833,-151.5,27.01,75,7,7.83,PF,1674217350
490,thaba-tseka,-29.522,28.6084,23.16,38,55,4.96,LS,1674217350
491,pontiac,42.6389,-83.2911,2.13,92,100,4.63,US,1674217350
492,conde,-7.2597,-34.9075,27.7,69,75,3.09,BR,1674217351
493,ushibuka,32.1906,130.0228,8.57,59,92,8.96,JP,1674217285
494,newark,40.7357,-74.1724,6.39,90,75,5.66,US,1674217351
495,claveria,18.6074,121.0832,23.01,85,100,8.05,PH,1674217352
496,tome,-36.6167,-72.95,15.34,86,17,0.85,CL,1674217352
497,mount isa,-20.7333,139.5,25.87,73,89,7.72,AU,1674217352
498,margherita,27.2833,95.6833,16.66,50,17,1.13,IN,1674217352
499,bahia blanca,-38.7196,-62.2724,21.27,94,100,0.89,AR,1674217353
500,mahon,39.8885,4.2658,9.31,53,20,11.83,ES,1674217353
501,kaduna,10.5222,7.4383,34.0,12,70,2.39,NG,1674217354
502,dehloran,32.6941,47.2679,17.03,34,0,1.8,IR,1674217354
503,piranshahr,36.701,45.1413,5.15,57,0,2.11,IR,1674217354
504,ushtobe,45.2514,77.9838,-13.31,88,4,1.75,KZ,1674217354
505,vila do maio,15.1333,-23.2167,24.44,73,17,8.82,CV,1674217355
506,ulladulla,-35.35,150.4667,15.42,71,31,0.77,AU,1674217355
507,shirokiy,49.758,129.523,-41.09,99,12,1.98,RU,1674217356
508,liwale,-9.7667,37.9333,25.72,75,100,1.44,TZ,1674217145
509,tura,25.5198,90.2201,14.75,57,1,1.32,IN,1674217058
510,polis,35.0367,32.4264,19.9,64,0,1.87,CY,1674217356
511,anlu,31.1661,112.5831,7.1,40,99,2.36,CN,1674217357
512,don sak,9.3168,99.6918,27.94,74,65,5.01,TH,1674217207
513,tshane,-24.0196,21.8684,32.0,26,51,5.45,BW,1674217357
514,baykit,61.67,96.37,-41.33,95,17,1.65,RU,1674217357
515,tahe,52.3333,124.7333,-40.29,97,24,1.07,CN,1674217358
516,mujiayingzi,42.1167,118.7833,-11.58,24,68,3.66,CN,1674217359
517,shingu,33.7333,135.9833,5.97,69,5,5.08,JP,1674217085
518,tommot,58.9564,126.2925,-53.24,99,52,0.4,RU,1674217359
519,terrace,54.5163,-128.6035,2.95,93,100,5.14,CA,1674217360
520,ahipara,-35.1667,173.1667,17.24,91,14,1.74,NZ,1674217360
521,susanville,40.4163,-120.653,-10.09,86,0,0.89,US,1674217360
522,pangnirtung,66.1451,-65.7125,-27.0,76,20,0.0,CA,1674217360
523,poya,-21.35,165.15,23.8,90,100,3.31,NC,1674217360
524,nemuro,43.3236,145.575,-1.16,66,55,6.04,JP,1674217298
525,salinopolis,-0.6136,-47.3561,25.91,79,94,1.92,BR,1674217361
526,berlevag,70.8578,29.0864,-2.0,64,0,10.29,NO,1674217361
527,dudinka,69.4058,86.1778,-38.9,96,6,1.84,RU,1674217362
528,huanren,41.2647,125.3667,-15.04,62,1,0.49,CN,1674217362
529,wuning,29.2589,120.2311,7.52,63,100,1.7,CN,1674217362
530,valparaiso,-33.0393,-71.6273,20.56,85,75,3.6,CL,1674217362
531,krasnyy yar,46.5331,48.3456,-0.04,45,0,6.01,RU,1674217363
532,inirida,3.8653,-67.9239,22.54,83,97,0.72,CO,1674217363
533,port macquarie,-31.4333,152.9167,17.72,68,96,3.59,AU,1674217145
534,aseri,59.4506,26.8675,0.65,92,100,3.23,EE,1674217364
535,roma,43.2128,-75.4557,3.18,97,100,1.54,US,1674217364
536,kitgum,3.2783,32.8867,36.14,15,51,3.22,UG,1674217364
537,fort frances,48.5999,-93.4003,-17.75,100,99,0.74,CA,1674217365
538,la ronge,55.1001,-105.2842,-9.88,92,75,2.06,CA,1674217365
539,sampit,-2.5333,112.95,24.77,90,100,1.27,ID,1674217199
540,cobija,-11.0267,-68.7692,24.1,94,75,1.54,BO,1674217366
541,aksu,41.1231,80.2644,-13.05,79,6,0.6,CN,1674217366
542,muros,42.7762,-9.0603,14.52,93,67,2.15,ES,1674217113
543,ostrovnoy,68.0531,39.5131,-3.19,88,100,10.3,RU,1674217366
544,anchorage,61.2181,-149.9003,1.49,94,100,2.57,US,1674217366
545,guaruja,-23.9931,-46.2564,24.92,88,40,3.13,BR,1674217367
546,merauke,-8.4667,140.3333,26.71,83,100,7.56,ID,1674217367
547,akdepe,42.0551,59.3788,2.05,33,7,3.01,TM,1674217367
548,peterhead,57.5058,-1.7981,4.26,79,20,5.57,GB,1674217367
549,lagoa,39.05,-27.9833,14.69,75,100,10.28,PT,1674217367
550,gerash,27.6652,54.1371,16.08,36,0,0.6,IR,1674217368
551,tromso,69.6496,18.957,2.01,87,75,4.12,NO,1674217368
552,okhotsk,59.3833,143.3,-28.59,76,52,5.22,RU,1674217368
553,khani,41.9563,42.9566,11.76,37,34,2.48,GE,1674217369
554,hun,29.1268,15.9477,13.57,23,0,1.45,LY,1674217369
555,barabinsk,55.3571,78.357,-19.65,100,68,2.26,RU,1674217370
556,kendari,-3.945,122.4989,25.37,88,99,1.06,ID,1674217325
557,ust-kan,50.9276,84.761,-16.82,97,78,1.59,RU,1674217370
558,damietta,31.4165,31.8133,19.73,49,0,3.76,EG,1674217370
559,wichita falls,33.9137,-98.4934,3.07,70,0,2.06,US,1674217370
560,kabin buri,13.9511,101.7177,26.17,42,43,3.8,TH,1674217371
561,sur,22.5667,59.5289,21.26,58,12,6.4,OM,1674217371
562,omsukchan,62.5333,155.8,-34.08,97,100,2.56,RU,1674217372
563,mitu,1.1983,-70.1733,21.55,92,91,0.43,CO,1674217178
564,kadoma,34.7333,135.5833,7.99,50,42,8.75,JP,1674217372
565,crotone,39.0851,17.1178,11.97,58,0,6.69,IT,1674217372
566,carutapera,-1.195,-46.02,25.18,85,100,1.47,BR,1674217373
567,hof,50.3167,11.9167,2.25,89,100,1.34,DE,1674217373
568,yugorsk,61.3133,63.3319,-11.09,93,62,2.18,RU,1674217373
569,mabaruma,8.2,-59.7833,23.88,85,62,0.91,GY,1674217373
570,saint-michel-des-saints,46.6834,-73.9159,-5.04,94,100,4.82,CA,1674217373
571,beira,-19.8436,34.8389,32.05,55,40,4.12,MZ,1674217373
572,palmer,42.1584,-72.3287,2.36,83,100,1.54,US,1674217374
573,gedinne,49.9804,4.9367,0.01,95,87,3.27,BE,1674217375
574,zavodouspenskoye,56.8626,65.0155,-8.88,86,90,2.7,RU,1674217375
575,nanning,22.8167,108.3167,14.25,49,9,3.28,CN,1674217228
576,yerbogachen,61.2767,108.0108,-42.05,100,99,1.65,RU,1674217376
